Poczatek
Losowe
Wartosc kroku,Czas wykonywania algorytmu
0,0.0
1000,0.11410307884216309
2000,0.4213833808898926
3000,0.9548690319061279
4000,1.6895346641540527
5000,2.6373989582061768
6000,3.7183823585510254
7000,5.083624362945557
8000,6.719113349914551
9000,8.441680192947388
10000,10.607649326324463
11000,12.702556133270264
12000,15.260883569717407
13000,17.722121477127075
14000,20.517665147781372
15000,23.75160813331604
0,0.0
1000,0.10809850692749023
2000,0.4283878803253174
3000,0.9578726291656494
4000,1.6835317611694336
5000,2.6414029598236084
6000,3.7984557151794434
7000,5.159694194793701
8000,6.591996908187866
9000,8.480714321136475
10000,10.498551368713379
11000,12.801645755767822
12000,15.128769636154175
13000,17.67708158493042
14000,20.761936902999878
15000,23.663527965545654
0,0.0
1000,0.1111001968383789
2000,0.4253873825073242
3000,0.9518651962280273
4000,1.6915390491485596
5000,2.6153786182403564
6000,3.7724313735961914
7000,5.1526877880096436
8000,6.713107109069824
9000,8.484718561172485
10000,10.312381744384766
11000,12.80164623260498
12000,14.971619367599487
13000,17.898282289505005
14000,20.749876737594604
15000,23.212116718292236
0,0.0
1000,0.10609626770019531
2000,0.4203829765319824
3000,0.9578711986541748
4000,1.6845324039459229
5000,2.5993645191192627
6000,3.77043080329895
7000,5.149686574935913
8000,6.607010126113892
9000,8.550777912139893
10000,10.54158902168274
11000,12.494366645812988
12000,14.838498592376709
13000,17.81420636177063
14000,20.579721450805664
15000,23.306201696395874
0,0.0
1000,0.10609602928161621
2000,0.4103732109069824
3000,0.9498627185821533
4000,1.6805291175842285
5000,2.600364923477173
6000,3.7193832397460938
7000,5.1526877880096436
8000,6.768157005310059
9000,8.494727611541748
10000,10.322390794754028
11000,12.667523860931396
12000,15.136771202087402
13000,17.61502480506897
14000,20.287456512451172
15000,23.788641452789307
Ponownie posortowany/rosn¹ce
Wartosc kroku,Czas wykonywania algorytmu
0,0.0
1000,0.10609602928161621
2000,0.4183807373046875
3000,0.9578721523284912
4000,1.7045507431030273
5000,2.6564083099365234
6000,3.713378667831421
7000,5.21774697303772
8000,6.601005792617798
9000,8.630852699279785
10000,10.323391199111938
11000,12.920754432678223
12000,15.315932989120483
13000,17.951331615447998
14000,20.224398612976074
15000,23.931772232055664
0,0.0
1000,0.10609650611877441
2000,0.42438578605651855
3000,0.9748873710632324
4000,1.6484992504119873
5000,2.6474077701568604
6000,3.7874460220336914
7000,5.076619386672974
8000,6.648047685623169
9000,8.608832359313965
10000,10.628669500350952
11000,12.846687316894531
12000,15.35496973991394
13000,17.44787287712097
14000,20.862979412078857
15000,23.468350172042847
0,0.0
1000,0.1040947437286377
2000,0.4313931465148926
3000,0.9538681507110596
4000,1.7075536251068115
5000,2.647408962249756
6000,3.825479030609131
7000,5.215744733810425
8000,6.633034944534302
9000,8.481715440750122
10000,10.647686004638672
11000,12.647505760192871
12000,14.938589811325073
13000,17.88527011871338
14000,20.868984937667847
15000,24.024856567382812
0,0.0
1000,0.1040949821472168
2000,0.43639636039733887
3000,0.9568705558776855
4000,1.6444954872131348
5000,2.6414034366607666
6000,3.8394927978515625
7000,5.071613788604736
8000,6.613016366958618
9000,8.61183500289917
10000,10.360425472259521
11000,12.729580640792847
12000,14.898553609848022
13000,17.99136734008789
14000,20.85497212409973
15000,23.525402069091797
0,0.0
1000,0.10609626770019531
2000,0.4283890724182129
3000,0.9618744850158691
4000,1.700547218322754
5000,2.6544153690338135
6000,3.8324882984161377
7000,5.117655515670776
8000,6.674071311950684
9000,8.560787677764893
10000,10.661700010299683
11000,12.87070918083191
12000,15.02666974067688
13000,17.440866708755493
14000,20.898010969161987
15000,23.260160446166992
Malejace
Wartosc kroku,Czas wykonywania algorytmu
0,0.0
1000,0.11910843849182129
2000,0.4634215831756592
3000,1.076979398727417
4000,1.8967258930206299
5000,2.9526867866516113
6000,4.240856885910034
7000,5.787264347076416
8000,7.570888042449951
9000,9.594728231430054
10000,11.561517477035522
11000,14.303012371063232
12000,17.062521934509277
13000,19.50674557685852
14000,22.65060567855835
15000,25.97763180732727
0,0.0
1000,0.11910891532897949
2000,0.46442151069641113
3000,1.0429489612579346
4000,1.903733253479004
5000,2.9566895961761475
6000,4.176800489425659
7000,5.793270826339722
8000,7.550869703292847
9000,9.617749452590942
10000,11.677623987197876
11000,13.979718208312988
12000,17.047508716583252
13000,19.947145700454712
14000,22.645601749420166
15000,26.619216203689575
0,0.0
1000,0.11810708045959473
2000,0.4674251079559326
3000,1.0699729919433594
4000,1.9017295837402344
5000,2.923659086227417
6000,4.290903806686401
7000,5.8012776374816895
8000,7.56788444519043
9000,9.346503019332886
10000,11.580534934997559
11000,14.293002367019653
12000,17.086543798446655
13000,19.94714641571045
14000,22.689639806747437
15000,26.149789571762085
0,0.0
1000,0.12311124801635742
2000,0.4674239158630371
3000,1.074977159500122
4000,1.902730941772461
5000,2.9386725425720215
6000,4.462060451507568
7000,5.876345872879028
8000,7.606920957565308
9000,9.611744165420532
10000,11.624575138092041
11000,14.027764797210693
12000,17.01848316192627
13000,19.972170114517212
14000,22.97490096092224
15000,26.47308325767517
0,0.0
1000,0.11910820007324219
2000,0.49445009231567383
3000,1.239126205444336
4000,2.117927312850952
5000,3.044769763946533
6000,4.277892112731934
7000,5.808284282684326
8000,7.419750213623047
9000,9.38553786277771
10000,11.83476734161377
11000,14.341047525405884
12000,16.74022126197815
13000,19.99619197845459
14000,23.171079635620117
15000,25.990644931793213
Stale
Wartosc kroku,Czas wykonywania algorytmu
0,0.0
1000,0.10409355163574219
2000,0.4133756160736084
3000,0.9268434047698975
4000,1.6404922008514404
5000,2.5683369636535645
6000,3.693359375
7000,5.041585922241211
8000,6.562970399856567
9000,8.277530670166016
10000,10.246321439743042
11000,12.399279594421387
12000,14.75642442703247
13000,17.280720472335815
14000,20.046236753463745
15000,23.01093363761902
0,0.0
1000,0.10409426689147949
2000,0.4133758544921875
3000,0.92083740234375
4000,1.6464972496032715
5000,2.5533225536346436
6000,3.6923587322235107
7000,5.009557247161865
8000,6.550958871841431
9000,8.309559106826782
10000,10.199278831481934
11000,12.350235223770142
12000,14.74741530418396
13000,17.256698846817017
14000,20.070258378982544
15000,23.004927158355713
0,0.0
1000,0.10309386253356934
2000,0.415377140045166
3000,0.9268431663513184
4000,1.6434948444366455
5000,2.5583274364471436
6000,3.676344156265259
7000,5.016563653945923
8000,6.540955066680908
9000,8.287539005279541
10000,10.230306386947632
11000,12.429307222366333
12000,14.803467273712158
13000,17.40283179283142
14000,20.21439003944397
15000,23.238139867782593
0,0.0
1000,0.11210155487060547
2000,0.4103732109069824
3000,0.9248411655426025
4000,1.6464977264404297
5000,2.5633316040039062
6000,3.6833508014678955
7000,5.020566701889038
8000,6.556966066360474
9000,8.297547340393066
10000,10.223300457000732
11000,12.367250204086304
12000,14.751420021057129
13000,17.289727926254272
14000,20.04523539543152
15000,23.006929397583008
0,0.0
1000,0.10309338569641113
2000,0.4183800220489502
3000,0.9288449287414551
4000,1.639491319656372
5000,2.5603291988372803
6000,3.687354326248169
7000,4.998547077178955
8000,6.5439534187316895
9000,8.28153395652771
10000,10.245319366455078
11000,12.38126254081726
12000,14.762428760528564
13000,17.508928775787354
14000,20.47462773323059
15000,23.104018211364746
Rozklad V
Wartosc kroku,Czas wykonywania algorytmu
0,0.0
1000,0.11410355567932129
2000,0.44640660285949707
3000,0.9989092350006104
4000,1.7666068077087402
5000,2.785534381866455
6000,3.966608762741089
7000,5.420932292938232
8000,6.99536395072937
9000,8.949140787124634
10000,11.07107162475586
11000,13.365158557891846
12000,15.769346475601196
13000,18.686000108718872
14000,21.642688989639282
15000,24.522308111190796
0,0.0
1000,0.11310267448425293
2000,0.4434037208557129
3000,0.9939045906066895
4000,1.7606017589569092
5000,2.774524211883545
6000,3.975616931915283
7000,5.395909070968628
8000,6.9423158168792725
9000,8.942135095596313
10000,11.111107349395752
11000,13.484266996383667
12000,15.632221698760986
13000,18.71202278137207
14000,22.119122743606567
15000,24.94669508934021
0,0.0
1000,0.11510443687438965
2000,0.44640541076660156
3000,1.0079166889190674
4000,1.7786192893981934
5000,2.7755253314971924
6000,3.9796206951141357
7000,5.407919645309448
8000,7.033397912979126
9000,9.027212381362915
10000,11.177168369293213
11000,13.361155033111572
12000,15.888455390930176
13000,18.377718925476074
14000,21.607657194137573
15000,24.948696613311768
0,0.0
1000,0.11110067367553711
2000,0.4504103660583496
3000,0.9888999462127686
4000,1.738584041595459
5000,2.7785279750823975
6000,3.9976375102996826
7000,5.39891242980957
8000,6.930305242538452
9000,8.777985572814941
10000,10.984994173049927
11000,13.340136051177979
12000,15.995551347732544
13000,18.660976886749268
14000,21.266347646713257
15000,24.926676034927368
0,0.0
1000,0.11210179328918457
2000,0.4363975524902344
3000,0.9929022789001465
4000,1.767608404159546
5000,2.7004566192626953
6000,3.9025516510009766
7000,5.380895614624023
8000,7.065428018569946
9000,8.956147193908691
10000,11.030034303665161
11000,13.457242488861084
12000,15.638226985931396
13000,19.031314373016357
14000,21.736774682998657
